descriptor	min_depth	max_depth	n_tree_locations
ADP-ribosyl Cyclase	7	8	2
ADP-ribosyl Cyclase 1	5	8	2
ADP-Ribosylation	5	7	4
ADP-Ribosylation Factor 1	6	9	4
ADP-Ribosylation Factor 6	7	9	3
ADP-Ribosylation Factors	6	8	3
Adrenal Cortex	4	4	1
Adrenal Cortex Diseases	3	3	1
Adrenal Cortex Function Tests	4	4	1
Adrenal Cortex Hormones	3	3	1
Adrenal Cortex Neoplasms	4	5	4
Adrenal Gland Diseases	2	2	1
Adrenal Gland Neoplasms	3	4	3
Adrenal Glands	3	3	1
Adrenal Hyperplasia, Congenital	3	7	9
Adrenal Insufficiency	3	3	1
Adrenal Medulla	4	4	1
Adrenal Rest Tumor	5	5	1
Adrenalectomy	3	3	1
Adrenarche	4	5	2
Adrenergic Agents	5	5	2
Adrenergic Agonists	6	6	2
Adrenergic alpha-1 Receptor Agonists	8	8	2
Adrenergic alpha-1 Receptor Antagonists	8	8	2
Adrenergic alpha-2 Receptor Agonists	8	8	2
Adrenergic alpha-2 Receptor Antagonists	8	8	2
Adrenergic alpha-Agonists	7	7	2
Adrenergic alpha-Antagonists	7	7	2
Adrenergic Antagonists	6	6	2
Adrenergic beta-1 Receptor Agonists	8	8	2
Adrenergic beta-1 Receptor Antagonists	8	8	2
Adrenergic beta-2 Receptor Agonists	8	8	2
Adrenergic beta-2 Receptor Antagonists	8	8	2
Adrenergic beta-3 Receptor Agonists	8	8	2
Adrenergic beta-3 Receptor Antagonists	8	8	2
Adrenergic beta-Agonists	7	7	2
Adrenergic beta-Antagonists	7	7	2
Adrenergic Fibers	4	4	3
Adrenergic Neurons	3	3	2
Adrenergic Uptake Inhibitors	6	6	5
Adrenochrome	3	5	2
Adrenocortical Adenoma	5	6	4
Adrenocortical Carcinoma	5	6	5
Adrenocortical Hyperfunction	3	3	1
Adrenocorticotropic Hormone	7	8	6
Adrenodoxin	7	7	2
Adrenogenital Syndrome	4	6	5
Adrenoleukodystrophy	4	7	16
Adrenomedullin	4	4	2
Adsorption	2	2	2
Adult	3	3	1
Adult Children	2	5	3
Adult Day Care Centers	3	4	2
Adult Germline Stem Cells	4	4	1
Adult Stem Cells	3	3	1
Adult Survivors of Child Abuse	3	4	2
Adult Survivors of Child Adverse Events	3	3	1
Advance Care Planning	5	5	1
Advance Directive Adherence	3	4	2
Advance Directives	4	6	3
Advanced Cardiac Life Support	4	5	3
Advanced Maternal Age	4	6	4
Advanced Oxidation Protein Products	4	4	1
Advanced Practice Nursing	4	4	1
Advanced Trauma Life Support Care	3	5	4
Adventitia	3	3	2
Adverse Childhood Experiences	4	5	3
Adverse Drug Reaction Reporting Systems	4	5	2
Adverse Outcome Pathways	4	7	4
Advertisement	2	3	2
Advertising	3	4	2
Advisory Committees	4	4	1
Aedes	13	13	1
Aegilops	8	8	1
Aegle	8	8	1
Aequorin	4	4	1
Aerobiosis	2	3	2
Aerococcaceae	4	4	2
Aerococcus	4	5	3
Aerogels	4	4	1
Aeromonadaceae	4	5	2
Aeromonadales	4	4	1
Aeromonas	5	5	1
Aeromonas caviae	6	6	1
Aeromonas hydrophila	6	6	1
Aeromonas salmonicida	6	6	1
Aeromonas veronii	6	6	1
Aerophagy	4	4	1
Aeropyrum	5	5	1
Aerosol Propellants	5	5	1
Aerosolized Particles and Droplets	2	2	1
Aerosols	3	4	2
Aerospace Medicine	3	3	1
Aesculus	9	9	1
Afatinib	3	5	2
Affect	3	3	1
Affective Disorders, Psychotic	3	3	1
Affective Symptoms	4	4	1
Afferent Loop Syndrome	4	5	2
Afferent Pathways	3	3	1
Affinity Labels	5	5	1
Afghan Campaign 2001-	5	6	2
Afghanistan	5	5	1
Afibrinogenemia	4	5	4
Afipia	5	6	2
Aflatoxin B1	5	6	3
Aflatoxin M1	5	6	3
Aflatoxin Poisoning	4	4	1
Aflatoxins	4	5	3
Africa	2	2	1
Africa South of the Sahara	3	3	1
Africa, Central	4	4	1
Africa, Eastern	4	4	1
Africa, Northern	3	3	1
Africa, Southern	4	4	1
Africa, Western	4	4	1
African Horse Sickness	3	5	4
African Horse Sickness Virus	6	6	1
African People	3	3	1
African Swine Fever	3	4	4
African Swine Fever Virus	4	4	1
African Union	3	4	2
Afrotheria	7	7	1
After-Hours Care	3	4	2
Aftercare	4	6	3
Afterimage	2	5	2
Agammaglobulinaemia Tyrosine Kinase	5	8	2
Agammaglobulinemia	3	4	3
AGAMOUS Protein, Arabidopsis	5	6	3
Agapornis	8	8	1
Agar	4	4	1
Agaricales	4	4	1
Agaricus	5	5	1
Agastache	9	9	1
Agatoxins	4	6	3
Agave	10	10	1
Age Determination by Skeleton	3	5	2
Age Determination by Teeth	3	6	5
Age Distribution	3	5	3
Age Factors	4	4	2
Age Groups	2	2	1
Age of Onset	5	5	2
Aged	4	4	1
Aged, 80 and over	5	5	1
Ageism	4	5	3
Agelas	5	5	1
Agenesis of Corpus Callosum	3	4	3
Agent Orange	5	8	6
Ageratina	8	8	1
Ageratum	8	8	1
Ageusia	5	6	2
Agglutination	3	3	2
Agglutination Tests	5	6	3
Agglutinins	5	6	2
Aggrecans	5	7	5
Aggregatibacter	5	5	2
Aggregatibacter actinomycetemcomitans	6	6	2
Aggregatibacter aphrophilus	6	6	2
Aggregatibacter segnis	6	6	2
Aggression	4	5	3
Aggressive Driving	3	5	2
Aggressive Periodontitis	5	5	1
Aging	3	3	1
Aging in Place	4	4	1
Aging, Premature	3	3	1
Agkistrodon	8	10	3
Aglaia	8	8	1
Agmatine	4	4	1
Agnosia	4	6	3
Agonistic Behavior	5	5	1
Agoraphobia	4	4	1
Agouti Signaling Protein	3	4	3
Agouti-Related Protein	3	4	3
Agranulocytosis	5	5	2
Agraphia	5	8	6
Agricultural Inoculants	2	3	2
Agricultural Irrigation	3	3	1
Agricultural Workers' Diseases	2	2	1
Agriculture	2	2	1
Agrimonia	10	10	1
Agrin	4	4	1
Agrobacterium	5	6	2
Agrobacterium tumefaciens	6	7	2
Agrochemicals	3	3	1
Agrocybe	5	5	1
Agroecology	3	5	2
Agropyron	8	8	1
Agrostemma	10	10	1
Agrostis	8	8	1
Aicardi Syndrome	3	5	6
AICDA (Activation-Induced Cytidine Deaminase)	7	7	1
Aid to Families with Dependent Children	7	7	1
AIDS Arteritis, Central Nervous System	4	7	12
AIDS Dementia Complex	4	7	9
AIDS Serodiagnosis	5	6	5
AIDS Vaccines	5	5	1
AIDS-Associated Nephropathy	4	7	10
AIDS-Related Complex	4	7	8
AIDS-Related Opportunistic Infections	3	7	4
Ailanthus	8	8	1
Ailuridae	9	9	1
Ainhum	4	4	1
Air	5	5	2
Air Abrasion, Dental	2	2	1
Air Ambulances	5	6	2
Air Bags	3	4	2
Air Conditioning	4	4	1
Air Filters	2	4	2
Air Ionization	2	6	3
Air Microbiology	4	6	2
Air Movements	4	6	3
Air Pollutants	4	4	1
Air Pollutants, Occupational	5	5	1
Air Pollutants, Radioactive	3	5	2
Air Pollution	4	4	1
Air Pollution, Indoor	5	5	1
Air Pollution, Radioactive	4	5	2
Air Pressure	5	6	2
Air Sacs	2	2	1
Air Travel	3	3	1
Aircraft	4	4	1
AIRE Protein	4	4	1
Airports	3	3	1
Airway Extubation	2	3	2
Airway Management	2	2	1
Airway Obstruction	4	4	1
Airway Remodeling	3	3	2
Airway Resistance	3	5	2
Aizoaceae	9	9	1
Ajmaline	5	8	3
Ajuga	9	9	1
Akathisia, Drug-Induced	3	6	5
Akinetic Mutism	4	4	1
Akkermansia	4	4	1
AKR murine leukemia virus	6	6	2
Alabama	6	6	2
Alagille Syndrome	3	6	6
Alamethicin	4	4	3
Alangiaceae	7	7	1
Alanine	3	3	1
Alanine Dehydrogenase	6	6	1
Alanine Racemase	6	6	1
Alanine Transaminase	6	6	1
Alanine-tRNA Ligase	6	6	1
Alarmins	3	3	1
Alaska	6	6	1
Alaska Natives	6	6	2
Albania	4	4	1
Albendazole	5	5	2
Alberta	5	5	1
Albinism	3	5	7
Albinism, Ocular	4	6	7
Albinism, Oculocutaneous	4	6	7
Albizzia	8	8	1
Albumin-Bound Paclitaxel	4	9	3
Albumins	3	3	1
Albuminuria	5	7	4
Albuterol	5	5	3
Albuterol, Ipratropium Drug Combination	3	8	9
Alcaligenaceae	5	5	2
Alcaligenes	6	6	2
Alcaligenes faecalis	7	7	2
Alcanivoraceae	4	4	1
Alchemilla	10	10	1
Alchemy	3	3	1
Alcian Blue	5	5	1
Alcohol Abstinence	4	4	1
Alcohol Amnestic Disorder	4	6	4
Alcohol Dehydrogenase	6	6	1
Alcohol Deterrents	5	5	1
Alcohol Drinking	4	4	1
Alcohol Drinking in College	5	5	1
Alcohol Oxidoreductases	4	4	1
Alcohol Withdrawal Delirium	4	6	6
Alcohol Withdrawal Seizures	4	6	6
Alcohol-Induced Disorders	4	4	1
Alcohol-Induced Disorders, Nervous System	3	5	3
Alcohol-Related Disorders	3	3	2
Alcoholic Beverages	3	4	2
Alcoholic Intoxication	4	4	2
Alcoholic Korsakoff Syndrome	4	7	8
Alcoholic Neuropathy	4	6	4
Alcoholics	2	2	1
Alcoholics Anonymous	4	4	1
Alcoholism	4	4	2
Alcohols	2	2	1
Alcuronium	5	7	5
Aldehyde Dehydrogenase	6	6	1
Aldehyde Dehydrogenase 1 Family	7	7	1
Aldehyde Dehydrogenase, Mitochondrial	4	7	2
Aldehyde Oxidase	6	6	1
Aldehyde Oxidoreductases	5	5	1
Aldehyde Reductase	7	8	2
Aldehyde-Ketone Transferases	4	4	1
Aldehyde-Lyases	5	5	1
Aldehydes	2	2	1
Aldicarb	5	5	1
Aldo-Keto Reductase Family 1 member B10	7	8	2
Aldo-Keto Reductase Family 1 Member C2	7	8	2
Aldo-Keto Reductase Family 1 Member C3	7	8	4
Aldo-Keto Reductases	6	7	2
Aldose-Ketose Isomerases	5	5	1
Aldosterone	6	7	2
Aldrin	5	5	1
Alefacept	5	9	7
Alemtuzumab	9	9	3
Alendronate	5	5	1
Alert Fatigue, Health Personnel	3	5	6
Alethinophidia	7	7	1
Aleurites	10	10	1
Aleutian Mink Disease	2	5	5
Aleutian Mink Disease Virus	6	6	1
Alexander Disease	4	7	8
Alexia, Pure	4	9	3
Alfalfa mosaic virus	5	6	3
Alfamovirus	4	5	3
Alfaxalone Alfadolone Mixture	6	6	1
Alfentanil	5	5	1
Algal Proteins	3	3	1
Algeria	4	4	1
Algestone	8	8	1
Algestone Acetophenide	9	9	1
Alginates	3	3	1
Alginic Acid	4	8	9
Algorithms	2	3	2
Alice in Wonderland Syndrome	4	7	6
Alicyclobacillus	4	5	5
Alien Limb Phenomenon	5	7	3
Aliivibrio	5	5	2
Aliivibrio fischeri	6	6	2
Aliivibrio Infections	5	5	1
Aliivibrio salmonicida	6	6	2
Alisma	10	10	1
Alismataceae	9	9	1
Alismatales	8	8	1
Alitretinoin	6	12	5
Alkadienes	6	6	1
Alkalies	2	2	1
Alkaline Ceramidase	6	6	1
Alkaline Phosphatase	6	6	1
Alkaloids	2	2	1
Alkalosis	4	4	1
Alkalosis, Respiratory	4	5	2
Alkanes	4	4	1
Alkanesulfonates	6	6	2
Alkanesulfonic Acids	5	5	2
Alkaptonuria	5	5	2
AlkB Enzymes	4	6	2
AlkB Homolog 1, Histone H2a Dioxygenase	5	7	2
AlkB Homolog 2, Alpha-Ketoglutarate-Dependent Dioxygenase	5	7	2
AlkB Homolog 3, Alpha-Ketoglutarate-Dependent Dioxygenase	5	7	2
AlkB Homolog 4, Lysine Demethylase	6	7	2
AlkB Homolog 5, RNA Demethylase	5	7	3
AlkB Homolog 8, tRNA Methyltransferase	7	7	2
Alkenes	4	4	1
Alkyl and Aryl Transferases	4	4	1
Alkylating Agents	4	4	2
Alkylation	2	3	3
Alkylmercury Compounds	4	4	1
Alkynes	4	4	1
Allantoin	4	7	2
Allantois	4	4	2
Alleles	6	6	1
Allelic Imbalance	4	4	1
Allelopathy	2	2	1
Allergens	3	3	1
Allergic Fungal Sinusitis	3	5	9
Allergists	4	5	2
Allergoids	4	4	1
Allergy and Immunology	3	3	1
Allesthesia	4	6	3
Allethrins	7	7	1
Allied Health Occupations	2	2	1
Allied Health Personnel	3	4	2
Alligators and Crocodiles	6	6	1
Allium	10	10	1
Allogeneic Cells	2	4	2
Allografts	3	3	1
Allolevivirus	5	5	3
Allomyces	4	4	1
Allophanate Hydrolase	5	5	1
Allopurinol	5	5	1
Allostasis	4	4	1
Allosteric Regulation	3	3	1
Allosteric Site	5	5	1
Alloxan	5	5	1
Alloys	2	4	3
Allyl Compounds	5	5	1
Allylamine	3	6	2
Allylbenzene Derivatives	6	6	2
Allylestrenol	6	6	1
Allylglycine	4	6	2
Allylisopropylacetamide	4	6	3
Almanac	2	2	1
Almanacs as Topic	7	7	1
Almitrine	4	4	2
Almshouses	3	5	2
Alnus	10	10	1
Alocasia	10	10	1
Aloe	10	10	1
Alopecia	3	5	2
Alopecia Areata	6	6	1
Alouatta	12	12	1
Alouatta caraya	13	13	1
Alouattinae	11	11	1
alpha 1-Antichymotrypsin	4	6	7
alpha 1-Antitrypsin	4	6	7
alpha 1-Antitrypsin Deficiency	3	5	4
alpha Catenin	5	5	1
alpha Karyopherins	5	7	3
Alpha Particles	4	4	1
Alpha Rhythm	4	6	4
alpha-2-Antiplasmin	4	6	6
alpha-2-HS-Glycoprotein	4	7	6
Alpha-Amanitin	5	5	4
alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic Acid	5	5	1
alpha-Amylases	6	6	1
alpha-Chlorohydrin	4	5	2
alpha-Crystallin A Chain	5	6	2
alpha-Crystallin B Chain	5	6	2
alpha-Crystallins	4	5	2
alpha-Cyclodextrins	4	7	3
alpha-Defensins	5	7	3
alpha-Endorphin	6	7	8
alpha-Fetoproteins	4	6	5
alpha-Galactosidase	6	6	1
alpha-Globins	6	7	2
Alpha-Globulins	5	5	2
alpha-Glucosidases	6	6	1
Alpha-Ketoglutarate-Dependent Dioxygenase FTO	5	7	3
alpha-L-Fucosidase	5	5	1
alpha-Linolenic Acid	5	6	3
alpha-Macroglobulins	5	6	5
alpha-Mannosidase	6	6	1
alpha-Mannosidosis	6	6	4
alpha-Methyltyrosine	7	7	1
alpha-MSH	5	9	14
alpha-N-Acetylgalactosaminidase	6	6	1
alpha-Synuclein	4	5	2
alpha-Thalassemia	5	7	4
alpha-Tocopherol	7	7	2
alpha7 Nicotinic Acetylcholine Receptor	7	9	5
Alphacoronavirus	7	7	1
Alphacoronavirus 1	8	8	1
Alphaherpesvirinae	4	4	1
Alphainfluenzavirus	5	5	1
Alphapapillomavirus	5	5	2
Alphaprodine	4	4	1
Alphaproteobacteria	3	3	1
Alpharetrovirus	4	4	2
Alphavirus	5	5	1
Alphavirus Infections	4	5	3
Alpinia	10	10	1
Alprazolam	6	6	1
Alprenolol	6	6	3
Alprostadil	5	7	3
Alstonia	9	9	1
Alstroemeria	9	9	1
Alstrom Syndrome	4	6	9
Alternaria	4	4	1
Alternariosis	5	6	3
Alternative Oxidase	4	4	1
Alternative Splicing	4	5	3
Alteromonadaceae	4	4	1
Alteromonas	5	5	2
Althaea	10	10	1
Altitude	3	4	2
Altitude Sickness	3	3	1
Altmetrics	6	7	2
Altretamine	4	4	1
Altruism	4	4	1
Alu Elements	8	9	3
Alum Compounds	3	6	2
Aluminum	4	4	2
Aluminum Chloride	3	5	2
Aluminum Compounds	2	2	1
Aluminum Hydroxide	3	6	3
Aluminum Oxide	3	4	2
Aluminum Silicates	4	6	4
Alveolar Bone Grafting	4	5	3
Alveolar Bone Loss	4	5	2
Alveolar Epithelial Cells	3	4	2
Alveolar Process	3	7	3
Alveolar Ridge Augmentation	4	4	2
Alveolata	2	2	1
Alveolectomy	4	4	2
Alveolitis, Extrinsic Allergic	3	5	3
Alveoloplasty	4	4	2
Alzheimer Disease	4	5	3
Alzheimer Vaccines	4	4	1
Amacrine Cells	4	5	5
Amanita	5	5	1
Amanitins	4	4	4
Amantadine	6	6	1
Amaranth Dye	3	8	4
Amaranthaceae	9	9	1
Amaranthus	10	10	1
Amaryllidaceae	9	9	1
Amaryllidaceae Alkaloids	3	5	2
Amaurosis Fugax	4	7	3
Amazona	8	8	1
Ambenonium Chloride	4	5	2
Amber	5	5	2
Ambergris	2	2	1
Ambient Intelligence	5	5	1
Amblycera	7	7	1
Amblyomma	9	9	1
Amblyopia	3	6	4
Amblyospora	7	7	1
Ambrosia	8	8	1
Ambroxol	5	5	2
Ambulance Diversion	5	5	1
Ambulances	4	5	2
Ambulatory Care	3	4	2
Ambulatory Care Facilities	3	3	1
Ambulatory Care Information Systems	5	6	2
Ambulatory Care Sensitive Conditions	4	8	4
Ambulatory Surgical Procedures	2	2	1
Ambystoma	8	8	1
Ambystoma mexicanum	9	9	1
Ambystomatidae	7	7	1
Amdinocillin	5	6	3
Amdinocillin Pivoxil	6	7	3
Amdovirus	5	5	1
Amebiasis	4	4	1
Amebicides	7	7	1
Ameloblastoma	4	4	1
Ameloblasts	3	3	1
Amelogenesis	7	7	1
Amelogenesis Imperfecta	5	6	3
Amelogenin	4	4	1
Amenorrhea	4	4	1
American Cancer Society	5	5	1
American Civil War	5	6	2
American Dental Association	5	5	1
American Heart Association	5	5	1
American Hospital Association	5	5	1
American Indian or Alaska Native	4	6	3
American Medical Association	5	5	1
American Nurses' Association	5	5	1
American Public Health Association	4	4	1
American Recovery and Reinvestment Act	4	4	1
American Revolution	5	6	2
American Samoa	6	6	2
American Speech-Language-Hearing Association	4	4	1
Americas	2	2	1
Americium	4	6	5
Amide Synthases	5	5	1
Amides	2	2	1
Amidine-Lyases	5	5	1
Amidines	2	2	1
Amidinotransferases	5	5	1
Amido Black	3	8	4
Amidohydrolases	4	4	1
Amidophosphoribosyltransferase	6	6	1
Amifampridine	5	6	2
Amifostine	5	5	3
Amikacin	5	5	1
Amiloride	4	4	1
Aminacrine	6	6	1
Amination	2	3	3
Amine Oxidase (Copper-Containing)	5	5	1
Amines	2	2	1
Amino Acid Chloromethyl Ketones	3	3	1
Amino Acid Isomerases	5	5	1
Amino Acid Metabolism, Inborn Errors	4	4	2
Amino Acid Motifs	7	7	2
Amino Acid Oxidoreductases	5	5	1
Amino Acid Sequence	4	6	2
Amino Acid Substitution	3	5	2
Amino Acid Transport Disorders, Inborn	4	4	2
Amino Acid Transport System A	7	7	2
Amino Acid Transport System ASC	7	7	2
Amino Acid Transport System L	7	7	2
Amino Acid Transport System X-AG	6	7	4
Amino Acid Transport System y+	6	7	4
Amino Acid Transport System y+L	6	7	4
Amino Acid Transport Systems	5	5	2
Amino Acid Transport Systems, Acidic	6	6	2
Amino Acid Transport Systems, Basic	6	6	2
Amino Acid Transport Systems, Neutral	6	6	2
Amino Acids	2	2	1
Amino Acids, Acidic	3	3	1
Amino Acids, Aromatic	4	4	1
Amino Acids, Basic	3	3	1
Amino Acids, Branched-Chain	3	3	1
Amino Acids, Cyclic	3	3	1
Amino Acids, Diamino	3	3	1
Amino Acids, Dicarboxylic	3	3	1
Amino Acids, Essential	3	3	1
Amino Acids, Neutral	3	3	1
Amino Acids, Peptides, and Proteins	1	1	1
Amino Acids, Sulfur	3	3	2
Amino Acyl-tRNA Synthetases	5	5	1
Amino Alcohols	3	3	2
Amino Sugars	2	2	1
Amino-Acid N-Acetyltransferase	6	6	1
Aminoacetonitrile	4	4	1
Aminoacridines	5	5	1
Aminoacylation	3	4	5
Aminoacyltransferases	5	5	1
Aminobenzoates	5	7	2
Aminobiphenyl Compounds	7	7	1
Aminobutyrates	3	5	2
Aminocaproates	3	5	2
Aminocaproic Acid	4	6	2
Aminocoumarins	6	6	2
Aminoethylphosphonic Acid	4	4	1
Aminoglutethimide	6	6	1
Aminoglycosides	3	3	1
Aminohippuric Acids	5	8	4
Aminohydrolases	4	4	1
Aminoimidazole Carboxamide	5	5	1
Aminoisobutyric Acids	4	6	3
Aminolevulinic Acid	3	5	2
Aminomethyltransferase	5	6	3
Aminomuconate-Semialdehyde Dehydrogenase	6	6	1
Aminooxyacetic Acid	4	5	2
Aminopeptidases	6	6	1
Aminophenols	4	7	2
Aminophylline	3	8	3
Aminopropionitrile	3	3	1
Aminopterin	6	6	1
Aminopyridines	3	4	2
Aminopyrine	6	6	1
Aminopyrine N-Demethylase	6	6	1
Aminoquinolines	5	5	1
Aminorex	5	5	1
Aminosalicylic Acid	7	10	6
Aminosalicylic Acids	6	9	4
Amiodarone	5	5	1
Amish	3	3	1
Amisulpride	4	8	3
Amitriptyline	5	8	2
Amitrole	5	5	1
Amlodipine	5	5	1
Amlodipine Besylate, Olmesartan Medoxomil Drug Combination	3	6	4
Amlodipine, Valsartan Drug Combination	3	6	5
Ammi	8	8	1
Ammonia	3	3	2
Ammonia-Lyases	5	5	1
Ammonium Chloride	4	5	2
Ammonium Compounds	3	3	1
Ammonium Hydroxide	4	6	3
Ammonium Sulfate	4	6	2
Ammotherapy	3	3	2
Amnesia	3	6	4
Amnesia, Anterograde	4	7	4
Amnesia, Retrograde	4	7	4
Amnesia, Transient Global	4	7	5
Amniocentesis	4	6	7
Amnion	4	4	2
Amniotic Band Syndrome	3	3	1
Amniotic Fluid	2	3	2
Amniotomy	5	5	1
Amobarbital	6	6	1
Amodiaquine	6	6	1
Amoeba	6	6	1
Amoebida	4	4	1
Amoebozoa	2	2	1
Amomum	10	10	1
Amorphophallus	10	10	1
Amoxapine	6	6	1
Amoxicillin	7	8	3
Amoxicillin-Potassium Clavulanate Combination	3	9	6
AMP Deaminase	6	6	1
AMP-Activated Protein Kinase Kinases	5	8	2
AMP-Activated Protein Kinases	5	8	2
Ampelopsis	8	8	1
Amphetamine	6	6	1
Amphetamine-Related Disorders	3	3	2
Amphetamines	5	5	1
Amphibian Proteins	3	3	1
Amphibian Venoms	3	4	2
Amphibians	5	5	1
Amphidinolides	4	5	3
Amphidinols	4	5	5
Amphipoda	6	6	1
Amphiregulin	4	5	4
Ampholyte Mixtures	5	5	1
Amphotericin B	5	5	1
Ampicillin	6	7	3
Ampicillin Resistance	6	9	3
Amplified Fragment Length Polymorphism Analysis	4	5	2
Amplifiers, Electronic	3	3	1
Amprolium	5	5	1
Ampulla of Vater	4	6	4
Amputation Stumps	3	3	1
Amputation, Surgical	3	3	1
Amputation, Traumatic	2	2	1
Amputees	3	3	1
Ampyrone	7	7	1
Amrinone	4	5	2
Amsacrine	6	6	1
Amsinckia	8	8	1
Amsonia	9	9	1
Amycolatopsis	5	5	1
Amygdala	5	8	2
Amygdalin	3	4	2
Amyl Nitrite	3	3	1
Amylases	5	5	1
Amylin Receptor Agonists	4	5	2
Amyloid	3	3	2
Amyloid beta-Peptides	3	6	3
Amyloid beta-Protein Precursor	4	5	4
Amyloid Neuropathies	4	5	2
Amyloid Neuropathies, Familial	4	6	7
Amyloid Precursor Protein Secretases	6	6	1
Amyloidogenic Proteins	4	4	1
Amyloidosis	4	4	1
Amyloidosis, Familial	4	5	3
Amylopectin	4	5	2
Amylose	4	5	2
Amyotrophic Lateral Sclerosis	4	5	5
Anabaena	3	5	3
Anabaena cylindrica	4	6	3
Anabaena variabilis	4	6	3
Anabasine	3	4	2
Anabolic Agents	6	6	1
Anabolic Androgenic Steroids	6	6	1
Anacardiaceae	7	7	1
Anacardic Acids	9	9	1
Anacardium	8	8	1
Anaerobic Ammonia Oxidation	4	4	3
Anaerobic Threshold	3	4	2
Anaerobiosis	2	3	2
Anaerobiospirillum	5	6	2
Anagallis	9	9	1
Anal Canal	5	5	2
Anal Gland Neoplasms	2	9	8
Anal Sacs	2	2	1
Analgesia	2	2	1
Analgesia, Epidural	3	3	1
Analgesia, Obstetrical	3	3	1
Analgesia, Patient-Controlled	3	3	1
Analgesics	5	6	2
Analgesics, Non-Narcotic	6	7	2
Analgesics, Opioid	6	8	4
Analgesics, Short-Acting	6	7	2
Analog-Digital Conversion	6	6	1
Analysis of Variance	4	5	3
Analytic Hierarchy Process	3	6	2
Analytic Sample Preparation Methods	3	3	1
Ananas	8	8	1
Anaphase	5	6	4
Anaphase-Promoting Complex-Cyclosome	4	6	2
Anaphylatoxins	6	6	1
Anaphylaxis	4	4	1
Anaplasia	3	4	2
Anaplasma	5	6	2
Anaplasma centrale	6	7	2
Anaplasma marginale	6	7	2
Anaplasma ovis	6	7	2
Anaplasma phagocytophilum	6	7	2
Anaplasmataceae	4	5	2
Anaplasmataceae Infections	5	5	1
Anaplasmosis	2	6	3
Anaplastic Lymphoma Kinase	6	9	3
Anastomosis, Roux-en-Y	3	3	2
Anastomosis, Surgical	2	2	1
Anastomotic Leak	4	4	1
Anastrozole	3	5	2
Anatomic Landmarks	2	2	1
Anatomic Variation	2	3	2
Anatomists	3	4	2
Anatomy	3	3	1
Anatomy, Artistic	4	4	2
Anatomy, Comparative	4	4	1
Anatomy, Cross-Sectional	4	4	1
Anatomy, Regional	4	4	1
Anatomy, Veterinary	4	4	1
Ancient Lands	3	3	1
Ancillary Services, Hospital	5	5	2
Ancitabine	5	7	3
Ancrod	6	8	4
Ancylostoma	9	9	1
Ancylostomatoidea	8	8	1
Ancylostomiasis	8	8	1
Andersen Syndrome	5	6	4
Andorra	3	3	1
Androgen Antagonists	3	6	2
Androgen Receptor Antagonists	4	7	2
Androgen-Binding Protein	4	4	1
Androgen-Insensitivity Syndrome	4	7	6
Androgens	6	6	1
Andrographis	9	9	1
Andrographis paniculata	10	10	1
Andrology	4	4	1
Andropause	4	5	2
Andropogon	8	8	1
Androstadienes	6	6	1
Androstane-3,17-diol	6	6	2
Androstanes	4	4	1
Androstanols	5	5	1
Androstatrienes	6	6	1
Androstenediol	6	8	2
Androstenediols	7	7	1
Androstenedione	5	6	4
Androstenes	5	5	1
Androstenols	6	6	1
Androsterone	5	6	4
Anecdotes	2	2	1
Anecdotes as Topic	3	3	1
Anelloviridae	3	3	2
Anemarrhena	10	10	1
Anemia	3	3	1
Anemia, Aplastic	4	5	2
Anemia, Diamond-Blackfan	4	7	4
Anemia, Dyserythropoietic, Congenital	4	6	2
Anemia, Hemolytic	4	4	1
Anemia, Hemolytic, Autoimmune	3	5	2
Anemia, Hemolytic, Congenital	3	5	2
Anemia, Hemolytic, Congenital Nonspherocytic	4	6	2
Anemia, Hypochromic	4	4	1
Anemia, Hypoplastic, Congenital	3	6	3
Anemia, Iron-Deficiency	5	5	2
Anemia, Macrocytic	4	4	1
Anemia, Megaloblastic	5	5	1
Anemia, Myelophthisic	4	5	2
Anemia, Neonatal	3	4	2
Anemia, Pernicious	6	8	2
Anemia, Refractory	4	5	2
Anemia, Refractory, with Excess of Blasts	5	6	2
Anemia, Sickle Cell	4	6	4
Anemia, Sideroblastic	4	5	2
Anemone	9	9	1
Anencephaly	4	5	3
Anesthesia	2	2	1
Anesthesia and Analgesia	1	1	1
Anesthesia Department, Hospital	6	6	2
Anesthesia Recovery Period	2	6	3
Anesthesia, Cardiac Procedures	3	3	1
Anesthesia, Caudal	5	5	1
Anesthesia, Closed-Circuit	5	5	1
Anesthesia, Conduction	3	3	1
Anesthesia, Dental	2	3	2
Anesthesia, Endotracheal	5	5	1
Anesthesia, Epidural	4	4	1
Anesthesia, General	3	3	1
Anesthesia, Inhalation	4	4	1
Anesthesia, Intravenous	3	3	1
Anesthesia, Local	4	4	1
Anesthesia, Obstetrical	3	3	1
Anesthesia, Rectal	4	4	1
Anesthesia, Spinal	4	4	1
Anesthesiologists	4	5	4
Anesthesiology	3	3	1
Anesthetics	5	6	2
Anesthetics, Combined	6	7	2
Anesthetics, Dissociative	8	9	2
Anesthetics, General	6	7	2
Anesthetics, Inhalation	7	8	2
Anesthetics, Intravenous	7	8	2
Anesthetics, Local	6	7	3
Anesthetists	3	4	2
Anestrus	4	4	1
Anethole Trithione	4	9	4
Anethum graveolens	8	8	1
