descriptor	min_depth	max_depth	n_tree_locations
Serotonin 5-HT3 Receptor Agonists	7	7	2
Serotonin 5-HT3 Receptor Antagonists	7	7	2
Serotonin 5-HT4 Receptor Agonists	7	7	2
Serotonin 5-HT4 Receptor Antagonists	7	7	2
Serotonin Agents	5	5	2
Serotonin and Noradrenaline Reuptake Inhibitors	6	6	3
Serotonin Antagonists	6	6	2
Serotonin Plasma Membrane Transport Proteins	6	7	6
Serotonin Receptor Agonists	6	6	2
Serotonin Syndrome	3	3	1
Serotyping	4	7	5
Serous Membrane	3	3	1
Serpin E2	5	5	4
Serpins	3	7	3
Serrate-Jagged Proteins	3	5	4
Serratia	5	5	2
Serratia Infections	6	6	1
Serratia liquefaciens	6	6	2
Serratia marcescens	6	6	2
Sertoli Cell Tumor	5	7	9
Sertoli Cell-Only Syndrome	5	5	3
Sertoli Cells	3	5	3
Sertoli-Leydig Cell Tumor	4	8	16
Sertraline	4	8	3
Serum	3	4	2
Serum Albumin	4	4	2
Serum Albumin, Bovine	5	5	2
Serum Albumin, Human	5	5	2
Serum Albumin, Radio-Iodinated	6	6	2
Serum Amyloid A Protein	5	5	2
Serum Amyloid P-Component	4	6	4
Serum Bactericidal Antibody Assay	5	6	3
Serum Bactericidal Test	5	6	3
Serum Globulins	4	4	2
Serum Response Element	7	10	6
Serum Response Factor	5	6	2
Serum Sickness	5	5	2
Serum-Glucocorticoid Regulated Kinases	4	8	3
Service Animals	5	5	1
Serving Size	5	5	1
Sesame Oil	4	6	6
Sesamoid Bones	4	4	1
Sesamum	9	9	1
Sesbania	8	8	1
Sesquiterpenes	4	4	1
Sesquiterpenes, Eudesmane	3	6	2
Sesquiterpenes, Germacrane	6	6	1
Sesquiterpenes, Guaiane	4	7	3
Sesterterpenes	4	4	1
Sestrins	5	5	1
Set, Psychology	4	4	1
Setaria Nematode	9	9	1
Setaria Plant	8	8	1
Setariasis	4	8	4
Sevelamer	4	4	1
Seven in Absentia Proteins	6	6	1
Severe Acute Malnutrition	4	4	1
Severe Acute Respiratory Syndrome	3	7	3
Severe acute respiratory syndrome-related coronavirus	8	8	1
Severe Combined Immunodeficiency	3	4	4
Severe Dengue	5	7	4
Severe Fever with Thrombocytopenia Syndrome	4	5	2
Severity of Illness Index	8	9	3
Seveso Accidental Release	5	5	2
Sevoflurane	4	5	2
Sewage	4	4	1
Sex	3	3	1
Sex Attractants	3	3	1
Sex Characteristics	3	3	1
Sex Chromatin	5	11	4
Sex Chromosome Aberrations	4	5	2
Sex Chromosome Disorders	4	4	2
Sex Chromosome Disorders of Sex Development	4	6	7
Sex Chromosomes	4	4	2
Sex Cord-Gonadal Stromal Tumors	4	4	1
Sex Counseling	4	5	5
Sex Determination Analysis	3	4	3
Sex Determination by Skeleton	4	5	4
Sex Determination Processes	2	6	4
Sex Differences	2	2	1
Sex Differentiation	4	6	3
Sex Distribution	3	5	3
Sex Education	4	4	1
Sex Factors	4	4	2
Sex Hormone-Binding Globulin	4	6	3
Sex Manuals	6	7	2
Sex Offenses	4	4	1
Sex Preselection	4	4	1
Sex Ratio	2	6	4
Sex Work	4	4	2
Sex Workers	2	2	1
Sex-Determining Region Y Protein	5	7	4
Sexism	4	5	3
Sexology	3	3	1
Sexual Abstinence	4	4	1
Sexual and Gender Disorders	3	3	1
Sexual and Gender Minorities	3	3	1
Sexual Arousal	4	4	2
Sexual Behavior	3	3	1
Sexual Behavior, Animal	5	5	1
Sexual Development	3	3	2
Sexual Dysfunction, Physiological	3	3	1
Sexual Dysfunctions, Psychological	2	2	1
Sexual Harassment	4	4	2
Sexual Health	3	3	1
Sexual Infantilism	4	7	6
Sexual Maturation	4	4	2
Sexual Partners	2	2	1
Sexual Selection	3	3	1
Sexual Trauma	4	4	1
Sexuality	3	4	2
Sexually Transmitted Diseases	2	5	4
Sexually Transmitted Diseases, Bacterial	3	6	5
Sexually Transmitted Diseases, Viral	3	6	5
Seychelles	4	5	2
Sezary Syndrome	4	8	5
Sf9 Cells	4	4	1
SH2 Domain-Containing Protein Tyrosine Phosphatases	5	7	2
Shab Potassium Channels	9	9	6
Shadowing Technique, Histology	6	7	4
Shaken Baby Syndrome	5	5	2
Shaker Superfamily of Potassium Channels	8	8	3
Shal Potassium Channels	9	9	3
Shallots	11	11	1
Shamanism	4	6	3
Shame	4	4	1
Shape Memory Alloys	3	5	7
Shared Governance, Nursing	3	5	4
Shared Medical Appointments	3	6	3
Shared Paranoid Disorder	4	4	1
Sharks	7	7	1
Shaw Potassium Channels	9	9	3
Shc Signaling Adaptor Proteins	5	5	3
Shear Strength	3	3	1
Sheep	9	9	1
Sheep Diseases	2	2	1
Sheep, Bighorn	10	10	1
Sheep, Domestic	10	10	1
Shellfish	5	6	2
Shellfish Hypersensitivity	5	5	1
Shellfish Poisoning	4	4	1
Shellfish Proteins	5	7	7
Sheltered Workshops	2	4	2
Shelterin Complex	3	10	6
Shewanella	4	5	2
Shewanella putrefaciens	5	6	2
Shift Work Schedule	4	5	2
Shiga Toxin	5	9	3
Shiga Toxin 1	5	9	4
Shiga Toxin 2	5	9	4
Shiga Toxins	4	8	3
Shiga-Toxigenic Escherichia coli	7	7	2
Shigella	5	5	2
Shigella boydii	6	6	2
Shigella dysenteriae	6	6	2
Shigella flexneri	6	6	2
Shigella sonnei	6	6	2
Shigella Vaccines	5	5	1
Shiitake Mushrooms	6	6	1
Shikimic Acid	4	8	3
Ships	3	3	1
Shivering	5	6	3
Shock	3	3	1
Shock, Cardiogenic	4	6	5
Shock, Hemorrhagic	4	4	2
Shock, Septic	3	6	3
Shock, Surgical	4	4	2
Shock, Traumatic	2	4	2
Shoes	4	4	1
Short Bowel Syndrome	4	5	2
Short Chain Dehydrogenase-Reductases	6	6	1
Short Interspersed Nucleotide Elements	7	8	3
Short Rib-Polydactyly Syndrome	4	6	4
Short Stature Homeobox Protein	5	5	1
Short-Wave Therapy	3	4	2
Shorthand	6	6	1
Shotgun Sequencing	3	3	1
Shoulder	4	4	1
Shoulder Dislocation	3	4	3
Shoulder Dystocia	6	6	1
Shoulder Fractures	3	3	2
Shoulder Impingement Syndrome	3	3	2
Shoulder Injuries	2	2	1
Shoulder Joint	4	4	1
Shoulder Pain	4	6	4
Shoulder Prosthesis	4	4	1
Showdomycin	4	4	1
Shrews	8	8	1
Shwachman-Diamond Syndrome	4	6	4
Shwartzman Phenomenon	4	5	3
Shy-Drager Syndrome	4	6	4
Shyness	4	4	1
Siadenovirus	4	4	1
Sialadenitis	4	4	1
Sialic Acid Binding Ig-like Lectin 1	5	5	1
Sialic Acid Binding Ig-like Lectin 2	5	6	5
Sialic Acid Binding Ig-like Lectin 3	5	6	3
Sialic Acid Binding Immunoglobulin-like Lectins	4	4	1
Sialic Acid Storage Disease	6	7	6
Sialic Acids	4	6	4
Sialoglycoproteins	4	4	3
Sialography	4	6	3
Sialometaplasia, Necrotizing	4	4	1
Sialomucins	6	6	2
Sialorrhea	4	4	1
Sialyl Lewis X Antigen	6	7	8
Sialyltransferases	5	5	1
Siberia	5	5	1
Sibling Relations	5	5	1
Siblings	2	5	3
Sicily	4	5	3
Sick Building Syndrome	3	4	2
Sick Leave	5	5	2
Sick Role	5	5	1
Sick Sinus Syndrome	5	5	5
Sickle Cell Trait	5	7	4
Sickness Impact Profile	7	8	3
Sida Plant	10	10	1
Side-Population Cells	3	3	1
Sideritis	9	9	1
Siderophores	6	7	2
Siderosis	3	5	3
Sierra Leone	5	5	1
Sigesbeckia	8	8	1
Sigma Factor	4	4	1
Sigma-1 Receptor	8	9	3
Sigmodontinae	10	10	1
Sigmoid Diseases	5	5	1
Sigmoid Neoplasms	6	8	6
Sigmoidoscopes	6	6	2
Sigmoidoscopy	6	8	4
Sign Language	5	8	5
Signal Detection, Psychological	3	5	6
Signal Processing, Computer-Assisted	3	3	1
Signal Recognition Particle	7	7	2
Signal Transduction	2	3	2
Signal-To-Noise Ratio	3	6	7
Signaling Lymphocytic Activation Molecule Associated Protein	5	5	3
Signaling Lymphocytic Activation Molecule Family	5	6	4
Signaling Lymphocytic Activation Molecule Family Member 1	6	7	4
Signs and Symptoms	2	2	1
Signs and Symptoms, Digestive	3	3	1
Signs and Symptoms, Respiratory	3	3	1
Sikkim	6	6	1
Silage	3	6	4
Silanes	3	3	1
Sildenafil Citrate	4	5	4
Silencer Elements, Transcriptional	5	6	3
Silene	10	10	1
Silent Information Regulator Proteins, Saccharomyces cerevisiae	4	5	2
Silent Mutation	4	4	1
Silica Gel	4	5	3
Silicate Cement	4	6	2
Silicates	3	5	2
Silicic Acid	4	4	2
Silicon	4	4	1
Silicon Compounds	2	2	1
Silicon Dioxide	3	4	3
Silicone Elastomers	4	7	6
Silicone Gels	5	7	4
Silicone Oils	5	7	4
Silicones	4	6	4
Silicosis	3	5	3
Silicotuberculosis	4	9	7
Silk	4	4	2
Silo Filler's Disease	3	5	2
Silorane Resins	4	7	5
Siloxanes	3	5	5
Silver	4	4	3
Silver Compounds	2	2	1
Silver Nitrate	3	5	2
Silver Proteins	3	3	1
Silver Staining	6	7	4
Silver Sulfadiazine	6	8	6
Silver-Russell Syndrome	4	4	6
Silybin	9	9	2
Silybum marianum	8	8	1
Silymarin	8	8	2
Simarouba	8	8	1
Simaroubaceae	7	7	1
Simazine	4	4	1
Simbu virus	6	6	1
Simendan	4	4	2
Simeprevir	4	5	2
Simethicone	6	8	4
Simian Acquired Immunodeficiency Syndrome	4	6	3
Simian foamy virus	5	5	1
Simian Immunodeficiency Virus	5	6	2
Simian T-lymphotropic virus 1	5	6	4
Simian T-lymphotropic virus 2	5	6	4
Simian T-lymphotropic virus 3	5	6	3
Simian virus 40	6	6	2
Simplexvirus	5	5	1
Simplified Acute Physiology Score	9	10	3
Simulation Training	3	3	1
Simuliidae	12	12	1
Simvastatin	5	8	2
Sin Nombre virus	6	6	1
Sin3 Histone Deacetylase and Corepressor Complex	4	6	3
Sinapis	8	8	1
Sincalide	4	5	2
Sindbis Virus	6	6	1
Singapore	4	4	1
Singing	4	4	1
Single Embryo Transfer	5	5	2
Single Molecule Imaging	3	4	2
Single Parent	3	8	8
Single Person	2	7	6
Single Photon Emission Computed Tomography Computed Tomography	5	8	11
Single Umbilical Artery	4	5	2
Single-Balloon Enteroscopy	6	8	4
Single-Blind Method	4	5	3
Single-Case Studies as Topic	6	7	3
Single-Cell Analysis	3	3	1
Single-Cell Gene Expression Analysis	4	4	2
Single-Chain Antibodies	7	9	5
Single-Domain Antibodies	7	9	4
Single-Parent Family	5	7	6
Single-Payer System	4	6	3
Single-Strand Specific DNA and RNA Endonucleases	7	7	4
Single-Use Internal Condom	4	4	1
Singlet Oxygen	4	4	2
Sinistral Portal Hypertension	4	4	1
Sino-Japanese War	5	6	2
Sino-Nasal Outcome Test	5	8	7
Sinoatrial Block	5	5	3
Sinoatrial Node	4	4	1
Sinomenium	8	8	1
Sinorhizobium	5	6	2
Sinorhizobium fredii	6	7	2
Sinorhizobium meliloti	6	7	2
Sint Maarten	4	4	1
Sinus Arrest, Cardiac	5	5	2
Sinus Floor Augmentation	3	4	3
Sinus of Valsalva	5	5	1
Sinus Pericranii	4	5	3
Sinus Thrombosis, Intracranial	6	7	3
Sinusitis	3	4	4
Siphonaptera	9	9	1
Siphoviridae	3	4	3
Sirenia	8	8	1
Sirolimus	4	4	1
Sirtuin 1	5	8	2
Sirtuin 2	5	8	3
Sirtuin 3	4	8	4
Sirtuins	4	7	3
Sisomicin	5	5	1
Sister Chromatid Exchange	4	4	1
Sister Mary Joseph's Nodule	4	4	1
Sitagliptin Phosphate	4	5	2
Sitagliptin Phosphate, Metformin Hydrochloride Drug Combination	3	6	4
Site-Specific DNA-Methyltransferase (Adenine-Specific)	7	7	1
Site-Specific DNA-Methyltransferase (Cytosine-N4-Specific)	8	8	1
Sitosterols	4	7	4
Sitting Position	4	4	1
Situs Inversus	3	3	1
Size Perception	4	5	2
Sizofiran	5	5	1
Sjogren's Syndrome	4	5	6
Sjogren-Larsson Syndrome	4	6	9
Skates, Fish	7	7	2
Skating	5	5	1
Skatole	5	5	1
Skeletal Muscle Enlargement	5	8	2
Skeletal Muscle Myosins	7	9	4
Skeletal Muscle Ventricle	3	3	2
Skeleton	2	2	1
Skiing	6	6	1
Skilled Nursing Facilities	5	5	1
Skin	2	2	1
Skin Abnormalities	3	3	2
Skin Absorption	3	6	4
Skin Aging	3	3	1
Skin and Connective Tissue Diseases	1	1	1
Skin Care	3	3	1
Skin Cream	4	4	2
Skin Diseases	2	2	1
Skin Diseases, Bacterial	3	4	3
Skin Diseases, Eczematous	3	3	1
Skin Diseases, Genetic	3	3	2
Skin Diseases, Infectious	2	3	2
Skin Diseases, Metabolic	3	3	2
Skin Diseases, Papulosquamous	3	3	1
Skin Diseases, Parasitic	3	4	2
Skin Diseases, Vascular	3	3	1
Skin Diseases, Vesiculobullous	3	3	1
Skin Diseases, Viral	3	4	2
Skin Irritancy Tests	4	4	1
Skin Lightening Preparations	4	4	2
Skin Manifestations	3	3	1
Skin Microbiome	3	8	3
Skin Neoplasms	3	3	2
Skin Physiological Phenomena	2	2	1
Skin Pigmentation	3	6	5
Skin Temperature	3	3	2
Skin Test End-Point Titration	6	7	3
Skin Tests	4	5	3
Skin Transplantation	4	5	3
Skin Ulcer	3	3	1
Skin Window Technique	4	6	9
Skin, Artificial	4	4	1
Skinfold Thickness	4	6	3
SKP Cullin F-Box Protein Ligases	6	6	1
Skull	4	4	1
Skull Base	3	5	2
Skull Base Neoplasms	5	5	2
Skull Fracture, Basilar	4	5	3
Skull Fracture, Depressed	4	5	3
Skull Fractures	3	4	3
Skull Neoplasms	4	4	2
SLC31 Proteins	6	8	4
SLC4A Proteins	5	6	5
Sleep	3	3	2
Sleep Aids, Pharmaceutical	6	7	2
Sleep Apnea Syndromes	4	5	2
Sleep Apnea, Central	5	6	2
Sleep Apnea, Obstructive	5	6	2
Sleep Arousal Disorders	4	4	2
Sleep Bruxism	4	4	3
Sleep Deprivation	4	5	4
Sleep Disorders, Circadian Rhythm	2	4	4
Sleep Disorders, Intrinsic	4	4	2
Sleep Duration	4	4	2
Sleep Hygiene	4	4	2
Sleep Initiation and Maintenance Disorders	5	5	2
Sleep Latency	4	4	2
Sleep Medicine Specialty	4	4	1
Sleep Paralysis	5	5	2
Sleep Phase Chronotherapy	4	4	1
Sleep Quality	5	5	1
Sleep Stages	4	4	2
Sleep Wake Disorders	2	4	3
Sleep, REM	5	5	2
Sleep, Slow-Wave	5	5	2
Sleep-Wake Transition Disorders	4	4	2
Sleepiness	3	5	2
Slipped Capital Femoral Epiphyses	4	5	2
Slit Homolog 2 Protein	3	4	4
Slit Lamp	4	4	1
Slit Lamp Microscopy	4	4	1
Slit Ventricle Syndrome	4	6	2
Sloths	8	8	1
Slovakia	4	4	1
Slovenia	4	4	1
Slow Virus Diseases	3	3	1
Sluggish Cognitive Tempo	4	4	1
Smad Proteins	4	5	5
Smad Proteins, Inhibitory	6	6	3
Smad Proteins, Receptor-Regulated	4	6	6
Smad1 Protein	5	7	6
Smad2 Protein	5	7	5
Smad3 Protein	5	7	6
Smad4 Protein	5	6	6
Smad5 Protein	5	7	6
Smad6 Protein	5	7	4
Smad7 Protein	7	7	3
Smad8 Protein	5	7	6
Small Business	3	3	1
Small Cell Lung Carcinoma	5	8	3
Small Fiber Neuropathy	4	4	1
Small Leucine-Rich Proteoglycans	4	5	4
Small Molecule Libraries	4	4	1
Small Ubiquitin-Related Modifier Proteins	4	4	1
Small-Area Analysis	5	6	3
Small-Conductance Calcium-Activated Potassium Channels	8	8	3
Smallpox	5	5	1
Smallpox Vaccine	5	5	1
SMARCB1 Protein	4	5	4
Smart Glasses	4	6	2
Smart Materials	2	4	4
Smartphone	7	7	2
Smear Layer	4	4	1
Smegma	3	3	1
Smegmamorpha	6	6	1
Smell	4	4	2
Smilacaceae	9	9	1
Smilax	10	10	1
Smiling	6	6	1
Smith-Lemli-Opitz Syndrome	4	5	7
Smith-Magenis Syndrome	3	4	4
SMN Complex Proteins	4	5	3
Smog	3	3	1
Smoke	3	3	1
Smoke Inhalation Injury	4	4	1
Smoke-Free Policy	7	8	3
Smokers	2	2	1
Smoking	3	3	1
Smoking Cessation	4	4	1
Smoking Cessation Agents	4	4	1
Smoking Devices	3	3	1
Smoking Pipes	4	4	1
Smoking Prevention	5	8	5
Smoking Reduction	4	4	2
Smoking Water Pipes	5	5	1
Smoking, Non-Tobacco Products	4	4	1
Smoldering Multiple Myeloma	3	5	5
Smooth Muscle Myosins	7	9	4
Smooth Muscle Tumor	5	5	1
Smoothened Receptor	7	7	2
Snacks	4	5	2
Snail Family Transcription Factors	4	4	1
Snails	6	6	1
Snake Bites	3	4	2
Snake Venoms	3	4	2
Snakes	6	6	1
SNARE Proteins	5	5	2
Sneddon Syndrome	4	5	3
Sneezing	3	4	2
Snoring	5	5	1
Snow	4	6	4
Snow Sports	5	5	1
snRNP Core Proteins	4	7	5
Soaps	3	5	2
Soccer	5	5	1
Social Adjustment	4	4	1
Social Alienation	5	5	1
Social Behavior	3	3	1
Social Behavior Disorders	4	4	1
Social Capital	4	4	1
Social Change	3	5	3
Social Class	3	5	2
Social Cognition	5	5	1
Social Cohesion	4	7	5
Social Communication Disorder	4	4	1
Social Comparison	5	5	1
Social Conditions	3	4	2
Social Conformity	4	4	1
Social Control Policies	3	4	3
Social Control, Formal	2	3	2
Social Control, Informal	3	3	1
Social Defeat	4	4	1
Social Deprivation	5	5	1
Social Desirability	4	4	1
Social Determinants of Health	3	4	3
Social Discrimination	4	4	1
Social Dominance	4	4	1
Social Environment	4	4	1
Social Evolution	4	4	1
Social Facilitation	4	4	1
Social Factors	5	5	1
Social Genomics	6	6	2
Social Group	3	4	2
Social Identification	4	4	1
Social Inclusion	4	4	1
Social Integration	3	4	2
Social Interaction	4	4	1
Social Isolation	4	4	2
Social Justice	4	6	4
Social Learning	5	5	1
Social Marginalization	4	4	2
Social Marketing	4	5	2
Social Media	4	6	2
Social Medicine	3	3	1
Social Mobility	4	6	2
Social Network Analysis	4	4	1
Social Networking	3	3	1
Social Norms	3	4	2
Social Participation	3	3	1
Social Perception	4	4	1
Social Planning	3	3	1
Social Prescribing	6	6	1
Social Problems	3	3	1
Social Responsibility	4	4	2
Social Sciences	1	3	2
Social Security	5	6	2
Social Segregation	4	4	1
Social Skills	4	4	2
Social Status	4	4	1
Social Stigma	4	4	1
Social Structure	3	3	1
Social Support	5	5	1
Social Theory	2	2	1
Social Validity, Research	4	4	1
Social Values	3	3	1
Social Vulnerability	4	4	1
Social Welfare	3	3	1
Social Work	3	3	2
Social Work Department, Hospital	6	6	2
Social Work, Psychiatric	3	4	4
Social Workers	3	3	1
Socialism	3	3	1
Socialization	4	4	1
Societies	3	3	1
Societies, Dental	4	4	1
Societies, Hospital	4	4	1
Societies, Medical	4	4	1
Societies, Nursing	4	4	1
Societies, Pharmaceutical	4	4	1
Societies, Scientific	4	4	1
Societies, Veterinary	4	4	1
Sociobiology	3	4	2
Sociodemographic Factors	4	4	1
Socioeconomic Disparities in Health	5	5	2
Socioeconomic Factors	2	4	2
Socioenvironmental Therapy	3	3	1
Sociological Factors	3	3	1
Sociology	2	4	2
Sociology, Medical	2	5	3
Sociometric Techniques	3	3	1
Sodium	4	4	4
Sodium Acetate	6	6	1
Sodium Azide	3	4	2
Sodium Benzoate	6	8	2
Sodium Bicarbonate	3	6	2
Sodium Channel Agonists	5	5	1
Sodium Channel Blockers	5	5	2
Sodium Channels	6	6	3
Sodium Chloride	3	5	2
Sodium Chloride Symporter Inhibitors	5	6	2
Sodium Chloride Symporters	7	7	1
Sodium Chloride, Dietary	4	4	2
Sodium Cholate	8	8	2
Sodium Citrate	7	7	1
Sodium Compounds	2	2	1
Sodium Cyanide	3	5	2
Sodium Dodecyl Sulfate	4	7	3
Sodium Fluoride	3	5	4
Sodium Glutamate	6	6	2
Sodium Hydroxide	3	6	3
Sodium Hypochlorite	3	5	3
Sodium Iodide	3	4	2
Sodium Ionophores	4	6	2
Sodium Isotopes	3	5	5
Sodium Lactate	5	5	1
Sodium Morrhuate	3	3	1
Sodium Nitrite	3	5	2
Sodium Oxybate	5	6	2
Sodium Pertechnetate Tc 99m	3	3	1
Sodium Potassium Chloride Symporter Inhibitors	5	6	2
Sodium Radioisotopes	4	6	6
Sodium Salicylate	7	10	4
Sodium Selenite	3	4	2
Sodium Sulfate Cotransporter	7	8	8
Sodium Tetradecyl Sulfate	3	7	3
Sodium, Dietary	3	3	1
Sodium-Bicarbonate Symporters	6	7	7
Sodium-Calcium Exchanger	7	7	2
Sodium-Coupled Vitamin C Transporters	6	9	6
Sodium-Glucose Transport Proteins	6	7	4
Sodium-Glucose Transporter 1	6	8	6
Sodium-Glucose Transporter 2	6	8	6
Sodium-Glucose Transporter 2 Inhibitors	4	5	2
Sodium-Hydrogen Exchanger 1	7	8	5
Sodium-Hydrogen Exchanger 3	7	8	5
Sodium-Hydrogen Exchangers	6	7	5
Sodium-Iodide Symporters	7	7	2
Sodium-Phosphate Cotransporter Proteins	6	8	5
Sodium-Phosphate Cotransporter Proteins, Type I	7	9	5
Sodium-Phosphate Cotransporter Proteins, Type II	6	9	7
Sodium-Phosphate Cotransporter Proteins, Type IIa	7	10	7
Sodium-Phosphate Cotransporter Proteins, Type IIb	7	10	7
Sodium-Phosphate Cotransporter Proteins, Type IIc	7	10	7
Sodium-Phosphate Cotransporter Proteins, Type III	6	9	7
Sodium-Potassium-Chloride Symporters	6	8	4
Sodium-Potassium-Exchanging ATPase	6	7	7
Sofosbuvir	6	7	3
Soft Computing	3	3	1
Soft Tissue Infections	2	2	1
Soft Tissue Injuries	2	2	1
Soft Tissue Neoplasms	3	3	1
Software	3	3	1
Software Design	4	4	1
Software Validation	4	4	1
Soil	2	4	4
Soil Erosion	3	3	2
Soil Microbiology	4	6	2
Soil Pollutants	4	4	1
Soil Pollutants, Radioactive	3	5	2
Solanaceae	8	8	1
Solanaceous Alkaloids	3	3	1
Solanales	7	7	1
Solanine	4	7	5
Solanum	9	9	1
Solanum glaucophyllum	10	10	1
Solanum lycopersicum	10	10	1
Solanum melongena	10	10	1
Solanum nigrum	10	10	1
Solanum tuberosum	10	10	1
Solar Activity	3	3	1
Solar Energy	3	5	2
Solar System	4	4	1
Solid Phase Extraction	4	4	1
Solid Phase Microextraction	5	5	1
Solid Waste	3	5	2
Solid-Phase Synthesis Techniques	3	5	2
Solidago	8	8	1
Solifenacin Succinate	4	6	2
Solitary Fibrous Tumor, Pleural	6	7	2
Solitary Fibrous Tumors	6	6	1
Solitary Kidney	3	5	4
Solitary Nucleus	8	8	1
Solitary Pulmonary Nodule	3	3	1
Solubility	2	2	1
Soluble Guanylyl Cyclase	5	6	2
Soluble N-Ethylmaleimide-Sensitive Factor Attachment Proteins	5	5	1
Solute Carrier Family 11, Member 2	7	7	2
Solute Carrier Family 12	7	7	4
Solute Carrier Family 12, Member 1	7	9	4
Solute Carrier Family 12, Member 2	7	9	4
Solute Carrier Family 12, Member 3	7	8	3
Solute Carrier Family 12, Member 4	7	9	4
Solute Carrier Family 22 Member 5	7	8	4
Solute Carrier Family 44, Member 2 Protein	5	6	4
Solute Carrier Organic Anion Transporter Family Member 1B3	6	9	4
Solute Carrier Proteins	5	5	2
Solutions	2	2	1
Solvents	3	3	1
Somalia	5	5	1
Soman	5	5	1
Somatic Hypermutation, Immunoglobulin	3	3	2
Somatoform Disorders	2	2	1
Somatomedins	4	5	3
Somatosensory Cortex	9	9	2
Somatosensory Disorders	4	5	2
Somatostatin	5	7	6
Somatostatin-28	6	8	6
Somatostatin-Secreting Cells	3	6	7
Somatostatinoma	5	7	7
Somatotrophs	3	11	7
Somatotypes	4	6	2
Somites	4	4	1
Somnambulism	5	5	2
Son of Sevenless Protein, Drosophila	8	8	2
Son of Sevenless Proteins	7	7	2
Sonchus	8	8	1
Songbirds	7	7	1
Sonication	2	2	1
Soot	4	4	1
Sophora	8	8	1
Sophora flavescens	9	9	1
Sophora japonica	9	9	1
Sorafenib	5	7	4
Sorangium	5	5	1
Sorbic Acid	4	4	1
Sorbitol	3	4	2
Sorbose	5	5	2
Sorbus	10	10	1
Sordariales	4	4	1
Sorghum	8	8	1
Sorption Detoxification	2	2	1
Sortilin	6	6	1
Sorting Nexins	6	6	1
SOS Response, Genetics	3	4	2
SOS1 Protein	8	8	2
Sotalol	5	5	2
Sotos Syndrome	4	4	3
Sound	4	4	1
Sound Localization	4	5	2
Sound Recordings	3	6	3
Sound Spectrography	2	2	1
South Africa	5	5	1
South America	3	3	1
South American People	3	3	1
South Asian People	5	5	1
South Australia	4	5	2
South Carolina	6	6	2
South Dakota	6	6	1
South Sudan	5	5	1
Southeast Asian People	4	4	1
Southeastern United States	5	5	1
Southern African People	5	5	1
Southwestern United States	5	5	1
SOX Transcription Factors	4	6	4
SOX9 Transcription Factor	6	8	4
SOXB1 Transcription Factors	5	7	4
SOXB2 Transcription Factors	5	7	4
SOXC Transcription Factors	5	7	4
SOXD Transcription Factors	5	7	4
SOXE Transcription Factors	5	7	4
SOXF Transcription Factors	5	7	4
Soy Foods	3	6	4
Soy Milk	5	7	4
Soybean Oil	4	6	6
Soybean Proteins	4	7	5
Sp Transcription Factors	5	5	2
Sp1 Transcription Factor	6	6	2
Sp2 Transcription Factor	6	6	2
Sp3 Transcription Factor	6	6	2
Sp4 Transcription Factor	6	6	2
Sp7 Transcription Factor	6	6	2
Space Flight	4	4	1
Space Maintenance, Orthodontic	4	4	1
Space Motion Sickness	4	4	1
Space Perception	4	4	1
Space Research	4	4	1
Space Simulation	4	4	1
Space Suits	4	6	4
Space-Time Clustering	4	7	4
Spacecraft	5	5	1
Spain	3	3	1
Spalax	9	9	1
Spanish-American War, 1898	5	6	2
Sparganosis	6	6	1
Sparganum	8	8	2
Sparrows	8	8	1
Sparsomycin	5	5	1
Sparteine	4	4	1
Spartium	8	8	1
Spasm	4	5	2
Spasms, Infantile	6	6	2
Spastic Paraplegia, Hereditary	4	6	5
Spastin	5	7	5
Spatial Analysis	4	5	3
Spatial Behavior	3	3	1
Spatial Learning	4	5	3
Spatial Memory	5	5	1
Spatial Navigation	3	4	2
Spatial Processing	4	4	1
Spatial Regression	5	6	6
Spatial Transcriptomics	4	4	1
Spatio-Temporal Analysis	5	6	3
Specialization	2	2	1
Specialized Pro-Resolving Mediators	4	4	1
Specialties, Dental	3	3	1
Specialties, Nursing	3	3	1
Specialties, Surgical	3	3	1
Specialty Boards	5	5	2
Specialty Uses of Chemicals	2	2	1
Species Specificity	2	2	1
Specific Gravity	2	2	1
Specific Language Disorder	5	8	5
Specific Learning Disorder	4	7	4
Specific Pathogen-Free Organisms	3	3	1
Specimen Handling	3	4	2
Spectinomycin	4	4	3
Spectral Karyotyping	5	7	6
Spectrin	4	4	2
Spectrometry, Fluorescence	4	6	2
Spectrometry, Gamma	3	4	2
Spectrometry, Mass, Electrospray Ionization	4	4	1
Spectrometry, Mass, Fast Atom Bombardment	4	4	1
Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization	4	4	1
Spectrometry, Mass, Secondary Ion	4	4	1
Spectrometry, X-Ray Emission	3	4	2
Spectrophotometry	4	4	2
Spectrophotometry, Atomic	5	5	2
Spectrophotometry, Infrared	5	5	2
Spectrophotometry, Ultraviolet	5	5	2
Spectroscopy, Electron Energy-Loss	4	4	1
Spectroscopy, Fourier Transform Infrared	6	6	2
Spectroscopy, Mossbauer	5	5	1
Spectroscopy, Near-Infrared	4	4	2
Spectrum Analysis	3	3	1
Spectrum Analysis, Raman	4	4	2
Speech	3	5	3
Speech Acoustics	3	4	2
Speech Articulation Tests	4	4	1
Speech Discrimination Tests	7	7	1
Speech Disorders	6	7	2
